id,original_title,original_language,genres,budget,revenue,runtime,release_date,production_companies_list,production_countries_list,vote_average,keywords,made_profit
8814,Doom,en,Adventure,60000000,55987321,105.0,2005,Di Bonaventura Pictures,Czech Republic,5.0,"teleportation, based on video game, severed ear, future war, wisecrack humor, commando mission",0
8427,I Spy,en,Action,70000000,33561137,97.0,2002,Columbia Pictures Corporation,United States of America,5.2,"budapest, kidnapping, boxer, secret agent, liberation of hostage, hostage-taking, woman director",0
52520,Underworld: Awakening,en,Fantasy,70000000,160112671,88.0,2012,Lakeshore Entertainment,United States of America,6.1,"vampire, daughter, hybrid, child vampire, werewolf, imax, lab experiment, werewolf child, fang vamp",1
80585,Rock of Ages,en,Comedy,75000000,59418613,123.0,2012,New Line Cinema,United States of America,6.0,"musical, rocker, teenager, young love, rock sta",0
10592,Hart's War,en,Drama,70000000,32287044,125.0,2002,David Foster Productions,United States of America,5.9,"black people, world war ii, prisoners of war, u.s. army, war, escape, tribunal, trial, soldier, military tribunal, xenophobia",0
1624,Liar Liar,en,Comedy,45000000,181000000,86.0,1997,Imagine Entertainment,United States of America,6.4,"california, workaholic, birthday, lie, pregnancy and birth, wish, 1990s",1
49021,Killer Elite,en,Action,66000000,57777106,116.0,2011,Current Entertainment,Australia,6.1,rescue,0
10550,Ballistic: Ecks vs. Sever,en,Action,70000000,19924033,91.0,2002,Epsilon Motion Pictures,Germany,4.3,"loss of family, enemy, adversary, agent",0
11258,Hard Rain,en,Thriller,70000000,19870567,97.0,1998,Paramount Pictures,Denmark,5.5,"sheriff, rain, evacuation, armored car, crook, hoodlum",0
12610,Osmosis Jones,en,Adventure,75000000,13596911,95.0,2001,Conundrum Entertainment,United States of America,5.9,"cold, flu, lethal virus, construction worker",0
59981,Legends of Oz: Dorothy's Return,en,Animation,70000000,18662027,88.0,2013,Prana Animation Studios,India,5.9,,0
201088,Blackhat,en,Crime,70000000,17752940,133.0,2015,Universal Pictures,United States of America,5.1,"terrorist, technology, anti hero, hacker, computer virus, national security agency (nsa), race against time, computer, malaysia, nuclear power plant, suspense, betrayal, conspiracy, on the run, fugitive, shootout, hacking, terrorism, cat and mouse, one against many, computer hacker, no opening credits, terrorist plot, stock exchange, cybercrime, cyber terrorism, chinese military, cyber terrorist, cyber thriller",0
5137,Sky Captain and the World of Tomorrow,en,Mystery,70000000,57958696,107.0,2004,Paramount Pictures,United Kingdom,5.7,"london england, himalaya, journalist, killer robot, computer war, robot",0
3093,Basic Instinct 2,en,Crime,70000000,38629478,114.0,2006,Intermedia Films,Germany,4.6,"male nudity, sex, legs, soho london, playing god, jacuzzi",0
107846,Escape Plan,en,Action,50000000,122915111,115.0,2013,Summit Entertainment,United States of America,6.7,"prison, muslim, ship, mystery, science fiction, escape, crime, prison escape, cia agent",1
188207,The Legend of Hercules,en,Action,70000000,61279452,99.0,2014,Millennium Films,United States of America,4.4,"mythology, zeus, ancient greece, demigod, city of argos, mistaken parentage",0
4614,The Sum of All Fears,en,Thriller,68000000,193000000,124.0,2002,Paramount Pictures,United States of America,5.9,"cia, terrorist, atomic bomb, cold war, nuclear explosion, jack ryan",1
24021,The Twilight Saga: Eclipse,en,Adventure,68000000,698491347,124.0,2010,Summit Entertainment,United States of America,5.8,"vampire, graduation, bite, immortality, werewolf, fang vamp",1
11371,The Score,en,Action,68000000,71069884,124.0,2001,Paramount Pictures,Germany,6.7,"quebec, jewel, scepter, customs house, jewelry heist, blueprint, assumed identity, schematic, voice over, surveillance camera, one last job",1
20352,Despicable Me,en,Animation,69000000,543513985,95.0,2010,Universal Pictures,United States of America,7.1,"adoptive father, orphanage, life's dream, rivalry, stealing, ballet, little girl, orphan, father daughter relationship, tomboy, mother son relationship, intelligent, kids, evil doctor, duringcreditsstinger, minions, supervillain, 3d, despicable, cattivissimo",1
11517,Money Train,en,Action,60000000,35431113,103.0,1995,Columbia Pictures,United States of America,5.4,"brother brother relationship, subway, new york city, new york subway, train robbery",0
214756,Ted 2,en,Comedy,68000000,217022588,115.0,2015,Universal Pictures,United States of America,6.2,"sperm bank, sequel, buddy, courthouse, teddy bear, aftercreditsstinger, toy comes to life, married",1
26428,Agora,en,Adventure,70000000,39041505,127.0,2009,Himenóptero,Spain,6.9,"christianity, philosophy, egypt, new love, war, cult, historical figure, history, sword fight, ancient world, destiny, fall in love, hypatia, misogyny, persecution, library of alexandria, political unrest, impossible love, false history, power relations, unfulfillment, master and servant, love and romance, unfulfilled love",0
9824,Mystery Men,en,Adventure,68000000,29762011,121.0,1999,Universal Pictures,United States of America,5.7,"bowling, hostage, sphinx, training, insane asylum, tools, frankenstein, casanova, superhero, based on comic book, independent film, comedy, spoof, skull, shovel, disco, superhero spoof, invisible man, dark horse comics, invisibility, rajah, bowling ball, spleen, evil genius",0
48988,Hall Pass,en,Comedy,36000000,83160734,105.0,2011,New Line Cinema,United States of America,5.4,"wife husband relationship, daydream, marriage, freedom, friends",1
9008,The Insider,en,Drama,90000000,60289912,157.0,1999,Spyglass Entertainment,United States of America,7.3,"spy, newspaper, research, interview, tobacco, insider, conspiracy theory, reporter, whistleblower, columbia broadcasting system (cbs), tobacco industry",0
300673,The Finest Hours,en,Action,80000000,52099090,114.0,2016,Walt Disney Pictures,United States of America,6.3,"coast guard, based on true story, survival, rescue mission, storm at sea, sinking ship, 1950s, 3d",0
38778,Dinner for Schmucks,en,Comedy,69000000,86387857,114.0,2010,Paramount Pictures,United States of America,5.5,"mouse, idiot, mind control, taxidermy, aftercreditsstinger, duringcreditsstinger",1
11128,Ladder 49,en,Drama,60000000,74541707,115.0,2004,Casey Silver Productions,United States of America,6.2,"ledge, practical joke",1
72331,Abraham Lincoln: Vampire Hunter,en,Action,69000000,112265139,94.0,2012,Twentieth Century Fox Film Corporation,United States of America,5.5,"usa president, vampire, steam locomotive, american civil war, 19th century, abraham lincoln, 3d",1
1844,Entrapment,en,Romance,66000000,212404396,112.0,1999,Fountainbridge Films,United Kingdom,6.0,"london england, new year's eve, skyscraper, burglar, distrust, undercover, blackmail, nudity, thief, heist, older man younger woman relationship, art thief, criminal, art theft, millennium, manhattan, new york city, gala, kuala lumpur malaysia",1
846,The X Files,en,Mystery,66000000,189198313,121.0,1998,Twentieth Century Fox Film Corporation,Canada,6.6,"bomb, helicopter, secret, obsession, extraterrestrial technology, fbi, space marine, mutation, secret society, secret organization, secret lab, x-files, government",1
9703,The Last Legion,en,Action,67000000,25303038,102.0,2007,Ingenious Film Partners,United Kingdom,5.0,"roman empire, emperor, ancient rome, western roman empire, ancient world, julius caesar",0
857,Saving Private Ryan,en,Drama,70000000,481840909,169.0,1998,Paramount Pictures,United States of America,7.9,"war crimes, self sacrifice, war veteran, world war ii, war ship, airplane, bravery, normandy, parachute, troops, waffen ss, omaha beach, army, cowardice, american flag, war memorial, deserted town, military, 1940s",1
136797,Need for Speed,en,Action,66000000,203277636,130.0,2014,DreamWorks SKG,Philippines,6.1,"street race, super cars, super speed, car, based on video game, duringcreditsstinger, 3d",1
3981,What Women Want,en,Comedy,70000000,374111707,127.0,2000,Paramount Pictures,United States of America,6.1,"women, telepathy, supernatural powers, advertising executive, woman director",1
425,Ice Age,en,Animation,59000000,383257136,81.0,2002,Twentieth Century Fox Film Corporation,United States of America,7.1,"human evolution, parents kids relationship, squirrel, ice, loss of child, mammoth, sloth, dying and death, stone age, prehistoric, saber-toothed tiger, cavemen, prehistoric creature, prehistoric adventure, prehistoric times, prehistoric man",1
6171,Dreamcatcher,en,Drama,68000000,75715436,136.0,2003,Village Roadshow Pictures,United States of America,5.3,religion and supernatural,1
72976,Lincoln,en,History,65000000,275293450,149.0,2012,DreamWorks,India,6.7,"usa president, speech, battlefield, family conflict, mourning, american civil war, cultural conflict, based on true events, battle of gettysburg, secession, presidential cabinet, gettysburg address, conflagration, ethical dilemma, emancipation, abraham lincoln",1
603,The Matrix,en,Action,63000000,463517383,136.0,1999,Village Roadshow Pictures,Australia,7.9,"saving the world, artificial intelligence, man vs machine, philosophy, prophecy, martial arts, self sacrifice, fight, insurgence, virtual reality, dystopia, truth, cyberpunk, woman director, messiah, gnosticism",1
568,Apollo 13,en,Drama,52000000,355237933,140.0,1995,Imagine Entertainment,United States of America,7.3,"moon, florida, nasa, spaceman, race against time, houston, based on true story, space, rescue, survival, disaster, explosion, astronaut, imax, saturn v rocket, courage, hypothermia, apollo program, cape kennedy, lunar mission, spacecraft accident",1
9021,The Santa Clause 2,en,Fantasy,65000000,172855065,104.0,2002,Walt Disney Pictures,United States of America,5.5,"holiday, christmas party, home, santa claus, magic, toy, wish, son, sequel, saving christmas, christmas",1
82695,Les Misérables,en,Drama,61000000,441809770,157.0,2012,Universal Pictures,United Kingdom,7.1,"france, robbery, brothel, mayor, star, musical, arrest, army, rebellion, wedding, falling in love, corpse, parole, convict, girl disguised as boy",1
9489,You've Got Mail,en,Comedy,65000000,250821495,119.0,1998,Warner Bros.,United States of America,6.3,"romantic comedy, online dating, woman director",1
12133,Step Brothers,en,Comedy,65000000,128107642,98.0,2008,Columbia Pictures,United States of America,6.5,"becoming an adult, autonomy, childhood trauma, hostility, step brother, slacker, man child, aftercreditsstinger, duringcreditsstinger",1
9342,The Mask of Zorro,en,Action,95000000,250288523,136.0,1998,Amblin Entertainment,United States of America,6.3,"california, spy, hero, horseback riding, sword fight, revenge",1
41733,Due Date,en,Comedy,65000000,211780824,95.0,2010,Legendary Pictures,United States of America,6.2,"highway, slacker, hitchhiker, wallet, sunglasses, rest stop, vicodin, waffle",1
227306,Unbroken,en,Drama,65000000,163442937,137.0,2014,Legendary Pictures,United States of America,7.3,"world war ii, prisoners of war, biography, sport, war, athlete, woman director, olympic athlete",1
5551,Space Cowboys,en,Action,65000000,128884132,130.0,2000,Village Roadshow Pictures,United States of America,6.3,"nasa, space travel, astronaut, elderly",1
9350,Cliffhanger,en,Action,70000000,255000211,112.0,1993,TriStar Pictures,France,6.1,"rocky mountains, airplane, hijacking, suitcase, climbing, heist, money, snow, mountain climbing, mountain",1
44754,Margaret,en,Drama,14000000,46495,149.0,2011,Fox Searchlight Pictures,United States of America,6.1,"new york, bus, nightmare, witness, investigation, police, truth, teacher, blood, student, relationship, family",0
9208,Broken Arrow,en,Action,50000000,150270147,108.0,1996,Twentieth Century Fox Film Corporation,United States of America,5.7,"helicopter, river, captain, underground, mexican standoff, countdown, pilot, fistfight, canyon, major, betrayal, gunfight, train, explosion, park ranger, desert, military, nuclear device, boxing, stealth aircraft, abandoned mine, humvee",1
4244,The Kid,en,Fantasy,65000000,69700000,104.0,2000,Walt Disney Pictures,United States of America,6.0,"age difference, midlife crisis, suppressed past, self-awareness, childhood memory, humor, changing the past or future",1
1852,World Trade Center,en,Drama,63000000,162945894,128.0,2006,Paramount Pictures,United States of America,5.9,"terror, runaway, alarm clock, hero, firemen, fire engine, war on terror, rescue, marine, hospital, trapped, rubble, rescue team",1
76493,The Dictator,en,Comedy,65000000,179379533,83.0,2012,Paramount Pictures,United States of America,5.9,kurdish,1
345,Eyes Wide Shut,en,Mystery,65000000,162091208,159.0,1999,Hobby Films,United Kingdom,7.1,"life and death, sexual obsession, free love, heterosexual, christmas party, eroticism, orgy, masked ball, marijuana, illegal prostitution",1
196867,Annie,en,Comedy,65000000,133821816,119.0,2014,Columbia Pictures,United States of America,6.0,"musical, orphan, foster child",1
256591,Focus,en,Romance,50100000,153962963,105.0,2015,Kramer & Sigman Films,United States of America,6.7,"seduction, con man, femme fatale, deception, rivalry, con artist",1
9624,On Deadly Ground,en,Action,50000000,49000000,102.0,1994,Warner Bros.,United States of America,4.5,"fight, inuit, petrol, company, alaska, enviromental",0
59962,This Means War,en,Action,65000000,156974557,103.0,2012,Dune Entertainment,United States of America,5.9,"love triangle, friendship, dating, sushi bar, exploding airplane, online dating, stable, karate class, dog shelter",1
36648,Blade: Trinity,en,Science Fiction,65000000,128905366,123.0,2004,New Line Cinema,United States of America,5.7,"fbi, dracula, fistfight, vampire hunter, superhero, based on comic book, martial arts master, motorcycle, katana sword, blade, loss of friend, super villain, vampire slayer, fast motion scene, female vampire",1
1880,Red Dawn,en,Action,4200000,38376497,114.0,1984,United Artists,United States of America,6.4,"guerrilla, colorado, invasion, anti-communism, near future, red army",1
71679,Resident Evil: Retribution,en,Action,65000000,240159255,95.0,2012,Davis-Films,Canada,5.6,"mutant, dystopia, sequel, conspiracy, tokyo japan, zombie, based on video game, moscow, hand to hand combat, virus, plague, pandemic, mega corporation",1
10483,Death Race,en,Action,45000000,73762516,105.0,2008,Universal Pictures,United Kingdom,6.0,"car race, dystopia, matter of life and death, prison guard, car set on fire, escape from prison, exploding building, vehicle combat, car crash, violence",1
11412,The Long Kiss Goodnight,en,Crime,65000000,89456761,120.0,1996,New Line Cinema,United States of America,6.5,"assassination, amnesia, hostage, chase, dark comedy, teacher, escape, single mother, timebomb, candlelight vigil, rogue agent, street shootout, ex cia agent, christmas parade",1
6795,Zathura: A Space Adventure,en,Family,65000000,64321501,101.0,2005,Columbia Pictures Corporation,United States of America,6.1,"adventure, house, alien, giant robot, outer space, astronaut",0
550,Fight Club,en,Drama,63000000,100853753,139.0,1999,Regency Enterprises,Germany,8.3,"support group, dual identity, nihilism, rage and hate, insomnia, dystopia, violence",1
11170,We Are Marshall,en,Drama,65000000,43545364,124.0,2006,Legendary Pictures,United States of America,6.7,"american football, 1970s, trainer, college, sport",0
9292,Hudson Hawk,en,Action,65000000,17218080,100.0,1991,TriStar Pictures,United States of America,5.4,"vatican, leonardo da vinci, painting, master thief",0
100241,"I, Frankenstein",en,Horror,65000000,71154592,92.0,2014,Lakeshore Entertainment,United States of America,5.0,"soul, queen, anti hero, fantasy, prince, supernatural, frankenstein, good vs evil, gargoyles, fighting, demon, dark, imax, 3d",1
257,Oliver Twist,en,Crime,50000000,42093706,130.0,2005,R.P. Productions,Czech Republic,6.7,"london england, child abuse, street gang, runaway, child labour, children's home, orphanage, thief, violence, good and bad, child",0
9947,Elektra,en,Action,43000000,56681566,97.0,2005,Twentieth Century Fox Film Corporation,Canada,4.8,"martial arts, based on comic book, female assassin, spin off",1
189,Sin City: A Dame to Kill For,en,Crime,65000000,39407616,102.0,2014,Miramax Films,United States of America,6.3,"detective, dystopia, dominatrix, murder, suspense, twins, based on graphic novel, dark horse comics, neo-noir, 3d",0
12618,Random Hearts,en,Drama,64000000,74608570,133.0,1999,Columbia Pictures,United States of America,5.3,"infidelity, politician, airplane crash, death, death of husband, police sergeant, death of wife",1
75780,Jack Reacher,en,Crime,60000000,218340595,130.0,2012,Paramount Pictures,United States of America,6.3,"based on novel, sniper, investigation, police, quarry",1
253412,Everest,en,Adventure,55000000,203427584,121.0,2015,Universal Pictures,Iceland,6.7,"mountains, snow storm, hiking, climbing, snow, death, blizzard, mountain climbing, based on true events, mount everest, 3d",1
1427,Perfume: The Story of a Murderer,en,Crime,50000000,132180323,147.0,2006,Davis-Films,Spain,7.1,"paris, female nudity, prostitute, small town, obsession, orgy, bad smell, nudity, lone wolf, lavender, nose, child prodigy, fish market, daughter, supernatural, genius, children's home, death, perfume",1
818,Austin Powers in Goldmember,en,Comedy,63000000,296655431,94.0,2002,New Line Cinema,United States of America,5.9,"saving the world, submarine, brother brother relationship, clone, spy, helicopter, gold, submachine gun, asteroid, undercover, belgium, dutch, car journey, nightclub, laser, sumo ringer, family history, auto, clowning, overweight man, conciliation, james bond spoof, duringcreditsstinger",1
16577,Astro Boy,en,Animation,65000000,44091067,94.0,2009,The Weinstein Company,Hong Kong,6.1,superhero,0
329,Jurassic Park,en,Adventure,63000000,920100000,127.0,1993,Universal Pictures,United States of America,7.6,"exotic island, dna, paleontology, tyrannosaurus rex, triceratops, brontosaurus, electric fence, island, dinosaur, amusement park, theme park, jurassic park",1
12160,Wyatt Earp,en,Drama,63000000,25052000,191.0,1994,Tig Productions,United States of America,6.5,"gunslinger, gambling, sheriff, deputy sheriff, wretch, wyatt earp, historical figure, doc holliday",0
9331,Clear and Present Danger,en,Action,62000000,215887717,141.0,1994,Paramount Pictures,United States of America,6.4,"assassination, spy, ambush, cia, helicopter, based on novel, usa president, sniper, fbi, colombia, drug traffic, bomber, mission of murder, mercenary, insurgence, coast guard, spying, war, car bomb, drug cartel, conspiracy, shootout, infantry, violence, jack ryan, political cover-up",1
300168,天將雄師,zh,Action,65000000,121545703,127.0,2015,Shanghai Film Group,Hong Kong,5.9,,1
9072,Little Man,en,Comedy,64000000,101595121,98.0,2006,Revolution Studios,United States of America,5.3,"baby, adoption, married couple, small person, criminal",1
3536,U-571,en,Action,62000000,127666415,116.0,2000,Universal Pictures,France,6.1,"submarine, world war ii, north atlantic, mission",1
9087,The American President,en,Comedy,62000000,107879496,106.0,1995,Columbia Pictures,United States of America,6.5,"white house, usa president, new love, widower, wildlife conservation",1
12177,The Love Guru,en,Comedy,62000000,41819064,87.0,2008,Paramount Pictures,United States of America,4.3,"sport, ice hockey, guru, comedy, bollywood, india, spiritualist, broken heart, self-help, stanley cup, chastity, ashram, expert",0
12138,3000 Miles to Graceland,en,Action,62000000,18720175,125.0,2001,Franchise Pictures,United States of America,5.8,"casino, submachine gun, hold-up robbery, elvis, reference to elvis presley, duringcreditsstinger",0
273248,The Hateful Eight,en,Crime,44000000,155760117,167.0,2015,Double Feature Films,United States of America,7.6,"bounty hunter, wyoming, mountains, narration, hangman, stagecoach, blizzard, post civil war",1
50359,Hop,en,Animation,63000000,183953723,95.0,2011,Universal Pictures,United Kingdom,5.5,"coup d'etat, slacker, easter, easter bunny, aftercreditsstinger, live action and animation",1
693,Meet the Fockers,en,Comedy,80000000,516642939,115.0,2004,DreamWorks SKG,United States of America,6.1,"cia, parents kids relationship, florida, anti-authoritarian upbringing, jew, parents-in-law, orderly, just married, sex therapy, bad father-in-law, family, illegitimate son",1
14306,Marley & Me,en,Comedy,60000000,244082376,115.0,2008,Sunswept Entertainment,United States of America,6.9,"journalist, based on novel, puppy, dog, duringcreditsstinger, columnist, animal lead",1
497,The Green Mile,en,Fantasy,60000000,284600000,189.0,1999,Castle Rock Entertainment,United States of America,8.2,"southern usa, black people, mentally disabled, based on novel, heal, death row, jail guard, great depression, prison guard, electric chair, magic realism, healing, death row inmate, 1930s",1
9982,Chicken Little,en,Animation,150000000,314432665,81.0,2005,Walt Disney Pictures,United States of America,5.6,"fish, small town, space marine, chicken, alien, best friend, alien invasion, animal, duringcreditsstinger, 3d",1
210577,Gone Girl,en,Mystery,61000000,369330363,145.0,2014,Twentieth Century Fox Film Corporation,United States of America,7.9,"based on novel, marriage crisis, disappearance, cheating husband, missing person, search party, criminal lawyer, wife murder, murder suspect, missing wife",1
8914,Deep Blue Sea,en,Action,60000000,73648228,105.0,1999,Village Roadshow Pictures,Australia,5.6,"shark attack, shark, alzheimer's disease, killer shark, no opening credits",1
325789,The Infiltrator,en,Crime,25000000,15436808,127.0,2016,Good Films,United Kingdom,6.6,"undercover, biography, drug, drug lord",0
2501,The Bourne Identity,en,Action,60000000,214034224,119.0,2002,Universal Pictures,United States of America,7.3,"paris, barcelona spain, assassin, based on novel, secret identity, amnesia, sniper, passport, mission of murder, lovers, escape, shootout, foot chase, cell phone, car chase, multiple identities, surveillance camera, hamburg germany, fishing boat, langley virginia, safe deposit box, flashback, hand to hand combat",1
710,GoldenEye,en,Adventure,58000000,352194034,130.0,1995,United Artists,United Kingdom,6.6,"cuba, falsely accused, secret identity, computer virus, secret base, secret intelligence service, kgb, satellite, special car, cossack, electromagnetic pulse, time bomb, st. petersburg russia, ejection seat, red army",1
2275,The General's Daughter,en,Crime,60000000,149705852,116.0,1999,Paramount Pictures,Germany,6.1,"suicide, detective, based on novel, bondage, general, paranoia, nudity, u.s. army, investigation, politics, cover-up, murder, betrayal, conspiracy, gang rape, father daughter relationship, videotape, military law",1
37165,The Truman Show,en,Comedy,60000000,264118201,103.0,1998,Paramount Pictures,United States of America,7.8,"claustrophobia, hidden camera, dystopia, reality show, make believe, pretend",1
9837,The Prince of Egypt,en,Adventure,70000000,218613188,99.0,1998,DreamWorks SKG,United States of America,6.8,"moses, egypt, pyramid, exodus, kingdom, governance, ancient egypt, hebrew, pharaoh, woman director",1
10708,Daddy Day Care,en,Comedy,60000000,164433867,92.0,2003,Columbia Pictures,United States of America,5.6,"competition, success, kindergarten, children, unemployment",1
136400,2 Guns,en,Action,61000000,131940411,109.0,2013,Universal Studios,United States of America,6.6,"undercover, undercover agent, based on comic book, money, fugitive, bank robbery, dea agent",1
10992,Cats & Dogs,en,Comedy,60000000,93375151,87.0,2001,Village Roadshow Pictures,United States of America,5.0,"fight, governance, puppy, allergy, 3d",1
9654,The Italian Job,en,Action,60000000,176070171,110.0,2003,De Line Pictures,United Kingdom,6.6,"venice, california, train station, helicopter, austria, mountains, gold, subway, hacker, chase, safe, remake, caper, revenge, murder, heist, double crossed, fast cars, boat chase, los angeles, explosion, convict, father daughter relationship, car chase, tv news, hollywood sign, television repair, mini cooper",1
2642,Two Weeks Notice,en,Romance,60000000,93354918,101.0,2002,Village Roadshow Pictures,Australia,5.9,"new york, parish hall, romantic comedy, lawyer, billionaire, environmental law",1
43949,Flipped,en,Romance,14000000,1755212,89.0,2010,Reiner / Greisman Productions,United States of America,7.4,"shyness, based on novel, unrequited love, neighbor, family relationships, first crush, young love, opposites attract, adolescent boy, based on young adult novel",0
8916,Antz,en,Adventure,60000000,171757863,83.0,1998,DreamWorks SKG,United States of America,6.0,"general, hero, worker, ant, work, assignment, war, princess, soldier, individuality, friend",1
19899,Couples Retreat,en,Comedy,70000000,171844840,113.0,2009,Universal Pictures,United States of America,5.3,"island, married couple, yoga, tahiti, couples therapy, beautiful woman, tropical, aftercreditsstinger, duringcreditsstinger, french polynesia, polynésie française",1
2119,Days of Thunder,en,Adventure,60000000,157920733,107.0,1990,Paramount Pictures,United States of America,5.9,"stock-car-race, daytona, car crash",1
9641,Cheaper by the Dozen 2,en,Comedy,60000000,129181830,94.0,2005,Twentieth Century Fox Film Corporation,United States of America,5.7,"holiday, lake, big family, father, labor pain, rivalry, family holiday",1
294254,Maze Runner: The Scorch Trials,en,Action,61000000,311256926,132.0,2015,Gotham Group,United States of America,6.4,"based on novel, resistance, maze, post-apocalyptic, dystopia, infection, on the run, escape, zombie, storm, disease, desert, sewer, antidote, corporation, virus, runner, city ruin, immunity",1
38167,Eat Pray Love,en,Drama,60000000,204594016,133.0,2010,Columbia Pictures,United States of America,5.8,"indonesia, female protagonist, india, divorce, bali",1
39514,RED,en,Action,58000000,71664962,111.0,2010,DC Comics,United States of America,6.6,"cia, retirement, shot to death, sniper rifle, retired, female spy, alarm",1
9563,Any Given Sunday,en,Drama,55000000,100230832,163.0,1999,Donners' Company,United States of America,6.8,"american football, trainer, training, american football coach, sport, american football stadium",1
547,The Horse Whisperer,en,Drama,60000000,186883563,170.0,1998,Wildwood Enterprises,United States of America,6.7,"love triangle, new york, montana, attachment to nature, confidence, horseback riding, horse, riding accident, career woman, ranch, horse whisperer, trauma, country life, marriage crisis, crisis, travel, mother daughter relationship, animal, nature",1
1538,Collateral,en,Drama,65000000,217764291,120.0,2004,Paramount Pictures,United States of America,7.0,"california, taxi, assassin, hostage, taxi driver, fbi, hitman, police, los angeles, murderer, crime, criminal, gun violence",1
9334,The Scorpion King,en,Action,60000000,165333180,92.0,2002,Universal Pictures,United States of America,5.3,"egypt, temple",1
39538,Contagion,en,Drama,60000000,137551594,106.0,2011,Double Feature Films,United States of America,6.2,"saving the world, mutation, infection, terminal illness, quarantine, outbreak, medical, vaccine, lethal virus, scientist, epidemic",1
14836,Coraline,en,Animation,60000000,124596398,100.0,2009,Focus Features,United States of America,7.3,"dream, eye, stuffed animal, parallel world, button, new home, secret door, aftercreditsstinger, duringcreditsstinger",1
8645,The Happening,en,Thriller,60000000,163403799,91.0,2008,Spyglass Entertainment,United States of America,4.9,"tree, natural disaster, crisis, park, strange behavior",1
9509,Man on Fire,en,Action,70000000,130293714,146.0,2004,Regency Enterprises,United Kingdom,7.3,"mexico, cia, kidnapping, diary, bible, bodyguard, stuffed animal, cell phone, alcoholic, grenade launcher, bloodshed, swim meet",1
10067,The Shaggy Dog,en,Comedy,50000000,61112916,98.0,2006,Walt Disney Pictures,United States of America,4.5,"father son relationship, parents kids relationship, workaholic, wife husband relationship, transformation, body exchange, daughter, lawyer, dog, family, turns into animal",1
9384,Starsky & Hutch,en,Comedy,60000000,170268750,101.0,2004,Weed Road Pictures,United States of America,5.6,"informant, jumping from a rooftop, surveillance footage",1
9279,Jingle All the Way,en,Family,60000000,129832389,89.0,1996,Twentieth Century Fox Film Corporation,United States of America,5.5,"holiday, christmas party, santa claus, toy, puppet, christmas, turboman, navidad",1
1487,Hellboy,en,Fantasy,66000000,99318987,122.0,2004,Revolution Studios,United States of America,6.5,"black magic, fistfight, cover-up, superhero, paranormal phenomena, narration from grave, demon, occult, combat photography, reanimated corpse, duringcreditsstinger",1
9422,A Civil Action,en,Drama,70000000,56702901,115.0,1998,Paramount Pictures,United States of America,6.1,"success, advancement, right and justice, leukemia, lawyer, business start-up",0
77174,ParaNorman,en,Family,60000000,107139399,90.0,2012,Focus Features,United States of America,6.7,"medium, stop motion, curse, jock, ghost, communicating with the dead, aftercreditsstinger, dealing with the past, witch trial, child witch, empathy, strange",1
4824,The Jackal,en,Action,60000000,159330280,124.0,1997,Universal Pictures,United States of America,6.1,"fbi, cold war, hitman",1
9620,Paycheck,en,Action,60000000,96269812,119.0,2003,Paramount Pictures,Canada,5.9,"prophecy, engineer, scientist, millionaire",1
10199,The Tale of Despereaux,en,Adventure,60000000,50877145,93.0,2008,Larger Than Life Productions,United Kingdom,5.8,"loyalty, totalitarian regime, mouse, forgiveness, honor, unlikely friendship, courage, chivalry, animal lead",0
3512,Under Siege 2: Dark Territory,en,Action,60000000,104324083,100.0,1995,Regency Enterprises,United States of America,5.6,"terrorist, pentagon, satellite, navy seal, train",1
137094,Jack Ryan: Shadow Recruit,en,Action,60000000,50549107,105.0,2014,Paramount Pictures,Russia,5.9,"london england, corruption, cia, terrorist, sniper, explosive, intelligence, russia, murder, conspiracy, surveillance, agent, jack ryan, u.s. marine, rehab, analyst",0
274479,Joy,en,Drama,60000000,101134059,124.0,2015,Fox 2000 Pictures,United States of America,6.4,"factory, inventor, strong woman, biography, based on true story, stolen patent",1
267860,London Has Fallen,en,Action,60000000,205754447,99.0,2016,Millennium Films,Bulgaria,5.8,"london england, terrorist, terrorist attack",1
8078,Alien: Resurrection,en,Science Fiction,70000000,162000000,109.0,1997,Twentieth Century Fox Film Corporation,United States of America,5.9,"android, mercenary, dystopia, sequel, alien, betrayal, impalement, cloning, scientist, flamethrower, disembowelment, smuggler, gene manipulation, man in wheelchair, breeding, genetic engineering, regeneration, xenomorph, alien queen, explosive decompression, swimming underwater",1
7485,Shooter,en,Action,61000000,95696996,124.0,2007,Paramount Pictures,United States of America,6.9,"corruption, sniper, senator, conspiracy of murder, childlessness, rifle, sniper rifle, fbi agent",1
170687,The Boxtrolls,en,Animation,60000000,108255770,97.0,2014,Laika Entertainment,United States of America,6.6,"based on novel, stop motion, father daughter relationship, unlikely friendship, duringcreditsstinger",1
6435,Practical Magic,en,Drama,75000000,46683377,104.0,1998,Village Roadshow Pictures,United States of America,6.3,"witch, magic, sorcery, love, curse, family curse",0
137106,The Lego Movie,en,Adventure,60000000,469160692,100.0,2014,Village Roadshow Pictures,United States of America,7.5,"father son relationship, creativity, friendship, part live action, toys, based on toy, falling in love, super powers, duringcreditsstinger, different worlds, lego, batman",1
113464,Inchon,en,Drama,46000000,5200000,140.0,1981,Metro-Goldwyn-Mayer (MGM),South Korea,6.5,,0
