id,original_title,original_language,genres,budget,revenue,runtime,release_date,production_companies,production_countries,vote_average,keywords
17711,The Adventures of Rocky & Bullwinkle,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",76000000,35134820,88,2000-06-30,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Capella International"", ""id"": 594}, {""name"": ""KC Medien AG"", ""id"": 596}, {""name"": ""Tribeca Productions"", ""id"": 11391}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3.9,"[{""id"": 4414, ""name"": ""adventure""}, {""id"": 6513, ""name"": ""cartoon""}, {""id"": 10267, ""name"": ""comedy""}, {""id"": 11687, ""name"": ""breaking the fourth wall""}, {""id"": 15067, ""name"": ""talking to the camera""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 196726, ""name"": ""celebrity cameo""}]"
328111,The Secret Life of Pets,en,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",75000000,875958308,87,2016-06-18,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Fuji Television Network"", ""id"": 3341}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5.9,"[{""id"": 2551, ""name"": ""pet""}, {""id"": 3208, ""name"": ""bunny""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 18165, ""name"": ""animal""}, {""id"": 33347, ""name"": ""apartment building""}, {""id"": 41412, ""name"": ""sewer""}, {""id"": 158225, ""name"": ""terrier""}, {""id"": 168346, ""name"": ""manhattan, new york city""}, {""id"": 204052, ""name"": ""rodent""}, {""id"": 229051, ""name"": ""mongrel""}]"
8698,The League of Extraordinary Gentlemen,en,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",78000000,179265204,110,2003-07-11,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""JD Productions"", ""id"": 475}, {""name"": ""International Production Company"", ""id"": 1507}, {""name"": ""Angry Films"", ""id"": 12087}, {""name"": ""Mediastream Dritte Film GmbH & Co. Beteiligungs KG"", ""id"": 19352}]","[{""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5.7,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 4197, ""name"": ""bite""}, {""id"": 5458, ""name"": ""men""}, {""id"": 160130, ""name"": ""invisible man""}, {""id"": 191409, ""name"": ""captain nemo""}, {""id"": 191439, ""name"": ""allan quatermain""}, {""id"": 206581, ""name"": ""venezia""}, {""id"": 232533, ""name"": ""immortal""}]"
93456,Despicable Me 2,en,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",76000000,970761885,98,2013-06-25,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Illumination Entertainment"", ""id"": 6704}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7,"[{""id"": 4289, ""name"": ""secret agent""}, {""id"": 7397, ""name"": ""bakery""}, {""id"": 13072, ""name"": ""falling in love""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 184783, ""name"": ""first date""}, {""id"": 190999, ""name"": ""minions""}, {""id"": 209714, ""name"": ""3d""}]"
602,Independence Day,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",75000000,816969268,145,1996-06-25,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.7,"[{""id"": 1612, ""name"": ""spacecraft""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 1825, ""name"": ""countdown""}, {""id"": 4097, ""name"": ""independence""}, {""id"": 4278, ""name"": ""invasion""}, {""id"": 6091, ""name"": ""war""}, {""id"": 9738, ""name"": ""ufo""}, {""id"": 9739, ""name"": ""extraterrestrial""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 14643, ""name"": ""battle""}]"
330,The Lost World: Jurassic Park,en,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",73000000,229074524,129,1997-05-23,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.2,"[{""id"": 911, ""name"": ""exotic island""}, {""id"": 1718, ""name"": ""dna""}, {""id"": 1719, ""name"": ""paleontology""}, {""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 1766, ""name"": ""velociraptor""}, {""id"": 1768, ""name"": ""san diego""}, {""id"": 12616, ""name"": ""dinosaur""}, {""id"": 178010, ""name"": ""jurassic park""}, {""id"": 223059, ""name"": ""animal horror""}]"
953,Madagascar,en,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",75000000,532680671,86,2005-05-25,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.6,"[{""id"": 2043, ""name"": ""lion""}, {""id"": 2509, ""name"": ""hippopotamus""}, {""id"": 2510, ""name"": ""giraffe""}, {""id"": 3028, ""name"": ""penguin""}, {""id"": 7639, ""name"": ""zebra""}]"
9693,Children of Men,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",76000000,69959751,109,2006-09-22,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""Hit & Run Productions"", ""id"": 11429}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7.4,"[{""id"": 318, ""name"": ""police state""}, {""id"": 458, ""name"": ""hippie""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 2618, ""name"": ""miracle""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 4995, ""name"": ""aging""}, {""id"": 5885, ""name"": ""childlessness""}, {""id"": 6150, ""name"": ""faith""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 17985, ""name"": ""birth""}, {""id"": 41589, ""name"": ""dying""}]"
36657,X-Men,en,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",75000000,296339527,104,2000-07-13,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Donners' Company"", ""id"": 431}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Springwood Productions"", ""id"": 22969}, {""name"": ""Genetics Productions"", ""id"": 22970}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.8,"[{""id"": 1852, ""name"": ""mutant""}, {""id"": 8828, ""name"": ""marvel comic""}, {""id"": 9715, ""name"": ""superhero""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10761, ""name"": ""superhuman""}]"
8909,Wanted,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",75000000,258270008,110,2008-06-19,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""Kickstart Productions"", ""id"": 2526}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Top Cow Productions"", ""id"": 2528}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Ringerike Zweite Filmproduktion"", ""id"": 23955}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.4,"[{""id"": 782, ""name"": ""assassin""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 2908, ""name"": ""secret society""}, {""id"": 3045, ""name"": ""mission of murder""}, {""id"": 9748, ""name"": ""revenge""}]"
9802,The Rock,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",75000000,335062621,136,1996-06-06,"[{""name"": ""Hollywood Pictures"", ""id"": 915}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.9,"[{""id"": 582, ""name"": ""san francisco""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 3293, ""name"": ""gas attack""}, {""id"": 3859, ""name"": ""alcatraz""}, {""id"": 18233, ""name"": ""hostage situation""}, {""id"": 18525, ""name"": ""fbi agent""}]"
950,Ice Age: The Meltdown,en,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",80000000,660940780,91,2006-03-23,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.5,"[{""id"": 2078, ""name"": ""mammoth""}, {""id"": 2079, ""name"": ""sloth""}, {""id"": 2219, ""name"": ""ice age""}, {""id"": 2223, ""name"": ""barrier ice""}, {""id"": 2224, ""name"": ""ice melting""}, {""id"": 2984, ""name"": ""iceberg""}, {""id"": 3528, ""name"": ""flooding""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 4663, ""name"": ""lovers""}, {""id"": 4875, ""name"": ""deluge""}, {""id"": 158017, ""name"": ""saber-toothed tiger""}]"
1824,50 First Dates,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",75000000,196482882,99,2004-02-13,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""Flower Films (II)"", ""id"": 19813}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.6,"[{""id"": 563, ""name"": ""deja vu""}, {""id"": 1453, ""name"": ""amnesia""}, {""id"": 1668, ""name"": ""hawaii""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 9799, ""name"": ""romantic comedy""}]"
2976,Hairspray,en,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",50000000,90450008,117,2007-07-13,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Zadan / Meron Productions"", ""id"": 70994}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.5,"[{""id"": 890, ""name"": ""races""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 2136, ""name"": ""television""}, {""id"": 2571, ""name"": ""tv show""}, {""id"": 3060, ""name"": ""race politics""}, {""id"": 5736, ""name"": ""coloured""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6090, ""name"": ""equality""}, {""id"": 6275, ""name"": ""school party""}, {""id"": 6706, ""name"": ""performance""}, {""id"": 6713, ""name"": ""integration""}, {""id"": 8663, ""name"": ""overweight woman""}, {""id"": 12965, ""name"": ""duel""}, {""id"": 158375, ""name"": ""based on stage musical""}, {""id"": 160910, ""name"": ""xenophobia""}, {""id"": 165317, ""name"": ""based on film""}, {""id"": 208992, ""name"": ""1960s""}]"
11026,Exorcist: The Beginning,en,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",80000000,78000586,114,2004-08-20,"[{""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Dominion Productions"", ""id"": 36452}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4.7,"[{""id"": 1328, ""name"": ""secret""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2626, ""name"": ""exorcism""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11083, ""name"": ""paganism""}, {""id"": 14999, ""name"": ""devil""}, {""id"": 41586, ""name"": ""archaeologist""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 161935, ""name"": ""relic""}, {""id"": 179567, ""name"": ""crisis of faith""}, {""id"": 179568, ""name"": ""archaeological dig""}]"
332,Inspector Gadget,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",75000000,0,78,1999-07-23,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Caravan Pictures"", ""id"": 175}, {""name"": ""DiC Entertainment"", ""id"": 20477}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4.3,"[{""id"": 1683, ""name"": ""gadget""}]"
75656,Now You See Me,en,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",75000000,117698894,115,2013-05-29,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""SOIXAN7E QUIN5E"", ""id"": 23271}, {""name"": ""See Me Louisiana"", ""id"": 23272}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",7.3,"[{""id"": 90, ""name"": ""paris""}, {""id"": 974, ""name"": ""bank""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1953, ""name"": ""vault""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2411, ""name"": ""new orleans""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 14601, ""name"": ""explosion""}]"
38365,Grown Ups,en,"[{""id"": 35, ""name"": ""Comedy""}]",80000000,271430189,102,2010-06-24,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}, {""name"": ""Relativity Media"", ""id"": 7295}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6,"[{""id"": 2064, ""name"": ""overweight""}, {""id"": 6954, ""name"": ""swing""}, {""id"": 7600, ""name"": ""foot""}, {""id"": 11428, ""name"": ""convertible""}, {""id"": 11715, ""name"": ""arrow""}]"
594,The Terminal,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",60000000,219417255,128,2004-06-17,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7,"[{""id"": 242, ""name"": ""new york""}, {""id"": 822, ""name"": ""airport""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 1638, ""name"": ""translation""}, {""id"": 1846, ""name"": ""craftsman""}, {""id"": 2080, ""name"": ""stewardess""}, {""id"": 2173, ""name"": ""illegal immigration""}, {""id"": 2568, ""name"": ""language barrier""}, {""id"": 3013, ""name"": ""jfk international airport""}, {""id"": 3014, ""name"": ""immigration law""}, {""id"": 3015, ""name"": ""fast food restaurant""}, {""id"": 3016, ""name"": ""security camera""}, {""id"": 3017, ""name"": ""jazz musician""}, {""id"": 3018, ""name"": ""saxophonist""}, {""id"": 3019, ""name"": ""autograph""}, {""id"": 3022, ""name"": ""passport""}, {""id"": 3023, ""name"": ""eastern europe""}, {""id"": 6054, ""name"": ""friendship""}]"
15189,Hotel for Dogs,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",35000000,73034460,100,2009-01-16,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5.7,"[{""id"": 2393, ""name"": ""adoption""}, {""id"": 8841, ""name"": ""puppy""}, {""id"": 12341, ""name"": ""pitbull""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 158394, ""name"": ""foster home""}, {""id"": 158395, ""name"": ""animal lover""}, {""id"": 158415, ""name"": ""beagle""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
11678,Vertical Limit,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",75000000,215663859,124,2000-12-08,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""PK"", ""name"": ""Pakistan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5.9,"[{""id"": 486, ""name"": ""himalaya""}, {""id"": 7021, ""name"": ""pakistan""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 9356, ""name"": ""k2""}, {""id"": 160177, ""name"": ""mountaineering""}, {""id"": 209504, ""name"": ""karakoram""}]"
6538,Charlie Wilson's War,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",75000000,119000410,102,2007-12-19,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Participant Productions"", ""id"": 2030}, {""name"": ""Playtone Production"", ""id"": 2031}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.5,"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 591, ""name"": ""cia""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 973, ""name"": ""refugee camp""}, {""id"": 1705, ""name"": ""congress""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 2732, ""name"": ""rocket launcher""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 4531, ""name"": ""munition""}, {""id"": 7158, ""name"": ""war in afghanistan""}, {""id"": 7597, ""name"": ""dollar""}]"
10555,Shark Tale,en,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",75000000,367275019,90,2004-09-20,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Pacific Data Images (PDI)"", ""id"": 520}, {""name"": ""DreamWorks Animation"", ""id"": 521}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5.8,"[{""id"": 1357, ""name"": ""fish""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 3045, ""name"": ""mission of murder""}, {""id"": 4923, ""name"": ""threat to death""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 187056, ""name"": ""woman director""}]"
1125,Dreamgirls,en,"[{""id"": 18, ""name"": ""Drama""}]",70000000,154937680,134,2006-12-25,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Laurence Mark Productions"", ""id"": 415}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.6,"[{""id"": 532, ""name"": ""music record""}, {""id"": 554, ""name"": ""manager""}, {""id"": 577, ""name"": ""black people""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 634, ""name"": ""soul""}, {""id"": 837, ""name"": ""show business""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4481, ""name"": ""deceived wife""}, {""id"": 4741, ""name"": ""recording contract""}, {""id"": 4742, ""name"": ""background singer""}, {""id"": 4744, ""name"": ""motown""}, {""id"": 4745, ""name"": ""the supremes""}, {""id"": 4746, ""name"": ""record producer""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 12990, ""name"": ""singing""}, {""id"": 18021, ""name"": ""detroit""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 41591, ""name"": ""music band""}]"
4551,Be Cool,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",53000000,95226116,118,2005-03-04,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Nina Saxon Film Design"", ""id"": 1693}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5.4,"[{""id"": 3605, ""name"": ""baseball bat""}, {""id"": 4129, ""name"": ""widow""}, {""id"": 4741, ""name"": ""recording contract""}, {""id"": 5718, ""name"": ""recording studio""}, {""id"": 8045, ""name"": ""russian mafia""}, {""id"": 10572, ""name"": ""music business""}, {""id"": 10712, ""name"": ""night club""}, {""id"": 163949, ""name"": ""pawnshop""}]"
612,Munich,en,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 53, ""name"": ""Thriller""}]",70000000,130358911,164,2005-12-22,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Peninsula Films"", ""id"": 682}, {""name"": ""Alliance Atlantis Communications"", ""id"": 803}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Barry Mendel Productions"", ""id"": 17032}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",6.9,"[{""id"": 90, ""name"": ""paris""}, {""id"": 441, ""name"": ""assassination""}, {""id"": 536, ""name"": ""israel""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 2051, ""name"": ""intelligence""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 2437, ""name"": ""munich""}, {""id"": 3037, ""name"": ""mossad""}, {""id"": 3038, ""name"": ""israeli""}, {""id"": 3039, ""name"": ""palestinian""}, {""id"": 3043, ""name"": ""beirut""}, {""id"": 3046, ""name"": ""ailul al aswad""}, {""id"": 3047, ""name"": ""plo""}, {""id"": 3048, ""name"": ""bomb constructor""}, {""id"": 3049, ""name"": ""baader-meinhof group""}, {""id"": 3052, ""name"": ""olympian village""}, {""id"": 9748, ""name"": ""revenge""}]"
9567,Tears of the Sun,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",70000000,85632458,121,2003-03-07,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Michael Lobell Productions"", ""id"": 13473}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6.4,"[{""id"": 4595, ""name"": ""u.s. army""}, {""id"": 7587, ""name"": ""nigeria""}, {""id"": 8570, ""name"": ""president""}]"
37821,Killers,en,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10749, ""name"": ""Romance""}]",75000000,98159963,100,2010-06-04,"[{""name"": ""Katalyst Films"", ""id"": 817}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Aversano Films"", ""id"": 60022}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5.7,"[{""id"": 782, ""name"": ""assassin""}]"
203801,The Man from U.N.C.L.E.,en,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",75000000,108145109,116,2015-08-13,"[{""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Wigram Productions"", ""id"": 23202}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7.1,"[{""id"": 470, ""name"": ""spy""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 167316, ""name"": ""buddy cop""}, {""id"": 190654, ""name"": ""russian spy""}, {""id"": 197822, ""name"": ""american spy""}]"
